id,name,genre,studio,created
566,"Kremlin Letter, The",Drama|Thriller,VonRueden-Prosacco,1985-01-10T18:24:15Z
567,Naked Gun 33 1/3: The Final Insult,Action|Comedy,Kuhlman LLC,1980-09-05T15:29:29Z
568,Time of the Gypsies (Dom za vesanje),Comedy|Crime|Drama|Fantasy,Reilly and Sons,2011-10-05T20:04:37Z
569,Basket Case 2,Comedy|Horror,Becker-Sipes,2005-02-08T19:07:16Z
570,Fright Night Part II,Horror,Leffler LLC,1991-06-18T13:01:54Z
571,Tango,Animation,Frami Inc,1984-08-17T14:01:21Z
572,On the Outs,Drama,"Schuster, Herman and Schowalter",2018-03-11T12:50:48Z
573,Sympathy for Mr. Vengeance (Boksuneun naui geot),Crime|Drama,"Rosenbaum, Little and Heller",1985-02-04T22:56:45Z
574,My Blueberry Nights,Drama|Romance,Brekke Group,2000-03-28T03:38:35Z
575,Charlotte's Web,Children|Comedy|Drama|Fantasy,Flatley-Harvey,2004-10-14T08:21:58Z
576,Claustrofobia,Thriller,"Runolfsson, Mills and Bogisich",1981-05-12T11:34:14Z
577,Two Rabbits (2 Coelhos),Action,Durgan LLC,1994-12-08T00:36:32Z
578,Happy Together (a.k.a. Buenos Aires Affair) (Chun gwong cha sit),Drama|Romance,"Champlin, Beer and Keebler",1979-10-11T05:30:35Z
579,"Ward, The",Horror|Thriller,Wyman Group,2003-06-02T13:59:13Z
580,Once Upon a Time in China (Wong Fei Hung),Action|Adventure|Drama,Schultz-Heller,1992-11-17T11:17:44Z
581,Bitter Sugar (Azúcar amarga),Drama,"Bergnaum, Abbott and Osinski",1977-02-26T20:49:30Z
582,Dreams That Money Can Buy,Fantasy,Cartwright-Nitzsche,1971-01-10T12:07:12Z
583,"Birth of a Nation, The",Drama|War,"Beier, Bernhard and Marquardt",1976-04-15T23:16:27Z
584,W.R.: Mysteries of the Organism,Comedy|Documentary,Waelchi-Prohaska,2017-08-14T15:22:11Z
585,Rounders,Drama,"Stark, Schumm and Koch",2004-06-28T11:29:20Z
586,Revenge for Jolly!,Comedy|Drama,Doyle-Hickle,1978-04-23T18:36:33Z
587,"Touch of Zen, A (Xia nu)",Action|Adventure,"Corwin, Runolfsdottir and Ziemann",1982-02-07T04:33:28Z
588,Sleuth,Drama|Mystery|Thriller,Schaefer and Sons,2019-10-29T05:06:04Z
589,"Experience, The (Tadjrebeh)",Drama,"Balistreri, Moen and Leannon",1978-12-20T20:57:40Z
590,Deep Cover,Action|Crime|Thriller,Larson LLC,2018-06-25T13:49:46Z
591,"Greater Promise, A (Iskateli Schastya)",Crime|Drama|Western,Lubowitz-Vandervort,2017-12-01T04:57:55Z
592,Dream Team 1935,Comedy|Drama,Bosco Inc,1989-10-18T03:58:15Z
593,Finding Nemo,Adventure|Animation|Children|Comedy,Ondricka-Flatley,2014-03-10T00:17:33Z
594,Super Demetrios,Adventure|Comedy|Sci-Fi,Collins Group,2020-01-25T04:40:32Z
595,"Eye, The (Gin gwai) (Jian gui)",Thriller,"Harris, Rippin and Harris",2019-12-16T12:21:17Z
596,Formula 51,Action|Comedy|Crime|Thriller,"Gottlieb, Jenkins and Schumm",1991-08-06T18:12:47Z
597,Long Day's Journey Into Night,Drama,Cummings-Sporer,2014-04-19T00:15:54Z
598,Gay Purr-ee,Animation|Children|Musical,Kunde and Sons,1993-09-27T23:04:37Z
599,"Heiress, The",Drama|Romance,Turner-Grant,1985-08-22T14:22:32Z
600,Fun with Dick and Jane,Comedy|Crime,Klein Inc,2007-08-04T19:28:10Z
601,Lady in Cement,Crime|Drama|Mystery|Thriller,"Jerde, Koch and Kub",2021-01-24T00:19:21Z
602,Return of the Living Dead 3,Horror|Romance|Sci-Fi,Cummings-Fahey,2008-11-24T05:46:53Z
603,La Soufrière - Warten auf eine unausweichliche Katastrophe,Documentary,Legros-Johnson,1984-06-24T09:29:45Z
604,"Wizard of Oz, The",Adventure|Children|Comedy|Fantasy,"Turcotte, Bogan and Lockman",1990-03-19T00:17:20Z
605,Isadora,Drama,Purdy Group,2004-11-03T11:32:22Z
606,Light Years (Gandahar),Adventure|Animation|Fantasy|Sci-Fi,Zieme-Wehner,1996-05-29T17:17:28Z
607,Family Guy Presents: Blue Harvest,Animation|Comedy,Quigley and Sons,1989-05-24T14:23:14Z
608,Norwegian Ninja,Action|Comedy,Rice Inc,1977-04-12T12:56:21Z
609,Viva Max!,(no genres listed),Ebert-Armstrong,1998-05-15T02:55:30Z
610,Thor: Tales of Asgard,Animation,Nader-Bradtke,1978-09-02T01:18:14Z
611,"Watch, The",Comedy|Sci-Fi,Schmitt LLC,1972-10-14T10:38:14Z
612,By the Pricking of My Thumbs (Mon petit doigt m'a dit...),Comedy|Mystery,Hermann Inc,1988-08-14T16:01:51Z
613,"Hireling, The",Drama,"Buckridge, Osinski and Dietrich",2020-06-25T19:42:28Z
614,"Legend of Bigfoot, The",Documentary,"Harris, Tremblay and Lueilwitz",2017-07-04T10:27:40Z
615,Cloak & Dagger,Action|Adventure|Children|Crime|Mystery|Thriller,Bergnaum-Trantow,2013-07-20T13:57:51Z
616,"Normal Heart, The",Drama,Legros-Schulist,2008-02-12T20:30:21Z
617,"Social Network, The",Drama,Koss and Sons,2013-12-26T12:48:19Z
618,Bandit: Bandit's Silver Angel (Smokey and the Bandit 7) (Bandit: Bandit and the Silver Angel),Comedy,Stracke-Schaefer,1998-05-26T00:25:18Z
619,It Happened at the World's Fair,Comedy|Drama|Musical,"Eichmann, Pollich and Cruickshank",1996-02-18T22:08:27Z
620,Ghosts of the Abyss,Documentary|IMAX,"Harris, Wintheiser and Champlin",2007-05-07T08:39:29Z
621,"Woman's Tale, A",Drama,Huel Group,1993-07-22T11:12:25Z
622,"Have Rocket, Will Travel",Comedy|Sci-Fi,Gaylord Inc,1986-07-25T19:17:04Z
623,Laurel Canyon,Drama,Zemlak-Mueller,1985-04-15T16:27:44Z
624,Middle of Nowhere,Comedy|Drama,Luettgen-Lynch,2019-11-08T06:33:46Z
625,American Zombie,Comedy|Horror,Herzog Inc,2005-08-04T04:43:12Z
626,Peter Pan,Action|Adventure|Children|Fantasy,Cummerata-Mitchell,1977-02-09T04:50:30Z
627,Born American,Action|Drama|Thriller,Kreiger-Gleichner,1975-02-11T18:38:15Z
628,Destiny in Space,Documentary|IMAX,Waelchi-Bednar,1993-06-05T08:23:06Z
629,Salvador (Puig Antich),Drama,"Skiles, Schuster and Pfeffer",2020-03-05T06:30:51Z
630,Pink Cadillac,Action|Comedy|Drama,Bednar-Davis,2014-11-03T13:01:32Z
631,Zatoichi on the Road (Zatôichi kenka-tabi) (Zatôichi 5),Action|Drama,Kiehn-Schiller,2009-06-16T14:13:26Z
632,All Together,Comedy|Drama,Ryan-Reinger,1982-03-31T19:24:51Z
633,Stand Off,Comedy|Drama,Rodriguez-Dickinson,2017-07-04T22:50:01Z
634,"Danse: The Paris Opera Ballet, La (La Danse - Le ballet de l'Opéra de Paris)",Documentary,"Pouros, Lynch and Mayer",1993-12-28T21:10:36Z
635,Trapped in the Closet: Chapters 1-12,Drama|Musical,Mitchell-Gerhold,2011-01-02T18:36:22Z
636,"Lady Takes a Chance, A",Comedy|Romance|Western,"Marvin, Murphy and O'Connell",1976-08-28T09:58:06Z
637,To Cross the Rubicon,Drama,Hyatt Group,1998-09-04T11:37:01Z
638,Dinner at Eight,Comedy|Drama|Romance,"Beer, Fadel and Hudson",2007-10-24T13:04:05Z
639,"Charming Mass Suicide, A (Hurmaava joukkoitsemurha)",Comedy,Kilback-Davis,1981-12-25T19:43:15Z
640,Bad Guy (Nabbeun namja),Drama,Metz-Veum,1979-03-21T22:48:49Z
641,Pulse,Action|Drama|Fantasy|Horror|Mystery|Sci-Fi|Thriller,Wehner Inc,1982-12-19T06:16:48Z
642,"Town Called Hell, A",Action|Comedy|Drama|Western,"Hand, Johns and Schneider",2004-10-28T19:05:31Z
643,"Illustrated Man, The",Sci-Fi,Gutmann-Zulauf,2010-10-29T07:17:14Z
644,Suur Tõll,(no genres listed),"Gaylord, Kutch and Schuppe",1982-04-24T20:28:45Z
645,Kabluey,Comedy|Drama,"Powlowski, Padberg and Bauch",1990-11-16T12:04:33Z
646,"Last King of Scotland, The",Drama|Thriller,Murazik Group,1994-06-01T10:50:14Z
647,Faith School Menace?,Documentary,"Reilly, Orn and Willms",2017-05-04T10:55:00Z
648,"Ambushers, The",Comedy|Sci-Fi|Thriller,"Lindgren, Hills and Wilkinson",1974-09-12T08:09:32Z
649,Moving Out,Drama,"Stanton, Turner and Frami",1977-09-11T13:18:13Z
650,Bertie and Elizabeth,Drama,Kozey-Stroman,1999-04-06T02:08:07Z
651,"Verlorene, Der (Lost One, The)",Crime|Drama|Thriller,"Koepp, Daniel and Harber",1998-12-02T17:18:54Z
652,Gertie the Dinosaur,Animation|Children|Comedy,"Gutkowski, Abbott and Huels",1995-07-01T23:53:44Z
653,My Bollywood Bride,Comedy|Drama|Romance,O'Kon LLC,2006-09-24T23:40:38Z
654,Singh Is Kinng,Action|Comedy|Crime|Romance,Cruickshank-Nader,2016-07-29T16:40:26Z
655,Bleach: Fade to Black (Bur&#299;chi Fade to Black Kimi no Na o Yobu),Animation,Okuneva-Sanford,2009-12-11T03:33:40Z
656,Investigation of a Citizen Above Suspicion (Indagine su un cittadino al di sopra di ogni sospetto),Crime|Drama|Thriller,Rippin LLC,1975-01-22T00:37:00Z
657,"Sound and the Fury, The",Drama|Romance,Funk Inc,2012-03-03T16:41:18Z
658,"Onion Field, The",Drama,"Toy, Hane and Harvey",1992-09-30T17:25:11Z
659,"Day's Pleasure, A (Ford Story, A)",Comedy,Dickens-Prosacco,2003-10-08T01:23:53Z
660,"Clockwork Orange, A",Crime|Drama|Sci-Fi|Thriller,"Witting, Johnston and Denesik",2020-05-23T02:35:12Z
661,King & Country,Drama|War,Heathcote LLC,2018-04-16T01:01:10Z
662,The Wicker Tree,Drama|Horror|Mystery|Thriller,Kohler-Cruickshank,1997-08-03T17:40:18Z
663,Resident Evil: Extinction,Action|Horror|Sci-Fi|Thriller,Graham-Lynch,1975-02-05T23:55:34Z
664,"Babe Ruth Story, The ",Drama,Osinski Inc,2001-08-08T04:25:42Z
665,"Legend of the 7 Golden Vampires, The",Action|Horror,Kilback-Kulas,1982-11-12T21:36:15Z
666,Bronies: The Extremely Unexpected Adult Fans of My Little Pony,Documentary,"Halvorson, Vandervort and Klocko",1985-02-15T03:29:56Z
667,Control,Drama,Gibson and Sons,1975-02-20T12:44:51Z
668,Barabbas,Drama,Pfannerstill-Harris,2018-09-02T16:48:55Z
669,Our Little Differences (Die feinen Unterschiede),Drama,"West, Oberbrunner and Fahey",1985-06-07T05:00:04Z
670,Love Exposure (Ai No Mukidashi),Action|Comedy|Drama|Romance,"DuBuque, Monahan and Kutch",1989-01-30T00:57:45Z
671,Holiday in Handcuffs,Comedy|Romance,"Hessel, Skiles and Emmerich",1980-09-28T22:03:02Z
672,"Handful of Dust, A",Drama,Rolfson and Sons,2008-09-01T17:10:18Z
673,Empire of Passion (a.k.a. In the Realm of Passion) (a.k.a. Phantom Love) (Ai No Borei),Crime|Drama|Romance,Daugherty Group,2014-11-30T21:46:41Z
674,"Stranger Within, The",Thriller,Lynch LLC,1994-07-28T12:17:31Z
675,Hero at Large,Comedy,Hoppe Inc,2012-05-24T16:54:28Z
676,Dangerous Liaisons,Drama|Romance,Olson-Hayes,1977-12-10T09:06:43Z
677,Make Them Die Slowly (Cannibal Ferox),Horror,Gerlach LLC,2014-03-31T08:53:57Z
678,Immigrants (L.A. Dolce Vita),Animation,Kertzmann-Zboncak,2013-11-07T10:31:39Z
679,Griffin & Phoenix,Comedy|Drama|Romance,Pollich LLC,1998-02-26T21:50:58Z
680,Tali-Ihantala 1944,Action|Drama|War,"Watsica, Blanda and Bins",2001-05-05T10:44:08Z
681,Bikini Spring Break (Revenge of the Nerds' Bikini Spring Break),Comedy,Legros-Hoeger,1993-10-22T07:09:43Z
682,"Ugly Truth, The",Comedy|Drama|Romance,Nikolaus Group,1974-01-30T20:17:07Z
683,Blitz,Action|Crime|Thriller,Jerde Group,1989-06-21T18:18:16Z
684,Alexandra (Aleksandra),Drama|War,Okuneva LLC,2010-11-23T03:11:47Z
685,Dummy,Comedy|Drama|Romance,"Mraz, Quitzon and Upton",1987-03-01T10:36:47Z
686,Oscar and Lucinda (a.k.a. Oscar & Lucinda),Drama|Romance,Gutmann Group,1993-06-01T18:22:43Z
687,Left Behind,Action|Sci-Fi|Thriller,Hammes-Schowalter,1972-06-27T22:11:49Z
688,"Bad News Bears in Breaking Training, The",Comedy,Hahn and Sons,2014-07-01T14:00:01Z
689,Red's Dream,Animation|Children,Moore and Sons,2004-03-12T16:05:37Z
690,Field of Dreams,Children|Drama|Fantasy,Parisian Group,1993-06-19T22:47:36Z
691,Il cappotto di legno,(no genres listed),"Konopelski, Bauch and Hirthe",2000-11-14T14:43:47Z
692,Shag,Comedy|Drama,Quitzon-Brakus,1975-06-17T04:10:56Z
693,"Ideal Husband, An",Comedy,Wintheiser-McCullough,2013-08-27T16:16:34Z
694,Juarez,Drama|Romance,Nitzsche Inc,1974-06-14T12:50:05Z
695,Young Winston,Adventure|Drama|War,Kuvalis LLC,2007-02-08T08:56:53Z
696,Eddie Murphy Delirious,Comedy|Documentary,Turner Inc,1990-09-07T20:27:52Z
697,House of Wax,Horror|Thriller,King-Gerhold,1997-07-17T06:31:16Z
698,Ghoulies III: Ghoulies Go to College,Comedy|Horror,Rosenbaum-Stark,2007-02-16T11:10:28Z
699,Seconds Apart ,Horror|Thriller,"Bednar, Ruecker and Wisozk",1975-04-01T11:08:27Z
700,"Horse Whisperer, The",Drama|Romance,"Boyle, Lehner and Braun",1993-06-05T06:01:58Z
701,"Boys from Brazil, The",Action|Mystery|Thriller,Ratke-West,2019-04-07T22:47:11Z
702,"Sweet Jesus, Preacherman",Action|Drama,Schinner LLC,1991-08-22T11:33:33Z
703,Love and Other Catastrophes,Romance,Hermiston-Reichert,1984-10-04T11:35:48Z
704,V,Drama|Sci-Fi,"Shields, Kohler and Conroy",1998-05-20T09:25:57Z
705,"Private Lives of Elizabeth and Essex, The",Drama|Romance,Powlowski-Bogan,2000-04-13T22:45:36Z
706,American Dreams in China,Comedy|Drama,"Lockman, Rippin and Gerlach",2015-01-10T01:39:16Z
707,Matti: Hell Is for Heroes (Matti),Comedy|Drama,Champlin-Hayes,1975-12-24T06:03:28Z
708,"American Astronaut, The",Comedy|Musical|Sci-Fi,Howe-Marvin,1983-11-16T05:39:45Z
709,"Next Step, The",Drama,Durgan-DuBuque,1987-10-22T16:10:35Z
710,Stop-Loss,Drama|War,Larkin Inc,1970-02-06T21:37:24Z
711,Big City Blues,Comedy|Drama,"Padberg, Flatley and Hessel",2005-02-02T20:53:15Z
712,Fear,Thriller,Gibson-Ledner,2001-04-03T09:06:39Z
713,Miller's Crossing,Crime|Drama|Film-Noir|Thriller,Haag Inc,2014-03-25T09:04:33Z
714,"I Love You, Alice B. Toklas!",Comedy,Gleichner-Bins,1979-03-08T21:14:37Z
715,Cold Trail (Köld slóð),Drama|Mystery|Thriller,"Ferry, Hansen and Carter",1992-01-12T02:41:04Z
716,King Kong Lives,Adventure|Sci-Fi,"Fisher, Kutch and Hahn",2010-01-24T02:43:13Z
717,Not Safe for Work,Thriller,Jerde-Cronin,1986-03-28T20:52:20Z
718,"King and the Mockingbird, The (Le roi et l'oiseau)",Animation|Children|Fantasy,"Reinger, Schuster and Marvin",1994-04-09T19:44:54Z
719,Hero and the Terror,Action|Crime,"Runte, Reichert and Brown",2009-04-13T06:17:21Z
720,Wake Wood ,Drama|Horror|Mystery,Effertz and Sons,2012-10-29T07:04:57Z
721,Speak,Drama,"Wolff, Bayer and Rohan",1974-12-22T16:42:15Z
722,John Adams,Drama,Hermann-Kozey,1987-06-02T23:26:46Z
723,Nightmaster (Watch the Shadows Dance),Action,Brown-Raynor,2014-05-31T05:24:52Z
724,Fat Head,Documentary,Rogahn Inc,1998-08-22T06:45:35Z
725,My Name Is Joe,Drama|Romance,Morissette Inc,1994-09-19T01:58:33Z
726,Lifeforce,Horror|Sci-Fi,"Eichmann, Cremin and Gerlach",1996-07-30T12:01:32Z
727,Amira & Sam,Comedy|Drama|Romance,Welch Inc,1982-01-28T14:00:28Z
728,Chinese Zodiac (Armour of God III) (CZ12),Action|Adventure|IMAX,"Bode, Walsh and Robel",2012-11-25T03:07:03Z
729,"Life of Reilly, The",Comedy,"Tremblay, Harber and Emard",1977-03-02T15:39:08Z
730,Taffin,Action|Thriller,Cormier and Sons,1988-12-20T17:21:30Z
731,Full Moon in Paris (Les nuits de la pleine lune),Drama|Romance,Vandervort Inc,1986-02-10T16:29:35Z
732,Pelle Svanslös i Amerikatt,Animation|Children,Bergnaum Inc,2016-07-05T09:35:02Z
733,If You Could Only Cook,Comedy|Romance,Bode-Stark,1985-02-15T00:57:05Z
734,Gordy,Children|Comedy|Fantasy,Hermiston Inc,2007-05-20T11:48:47Z
735,The Beast Kills in Cold Blood,Horror|Mystery|Thriller,"Davis, Schuster and Vandervort",2008-02-24T21:51:09Z
736,Sky Captain and the World of Tomorrow,Action|Adventure|Sci-Fi,"Cummings, Batz and Cronin",2003-09-27T20:51:22Z
737,Malibu's Most Wanted,Comedy|Crime,"Dibbert, Quitzon and Sipes",1987-02-17T14:10:52Z
738,Argo,Drama|Thriller,Kunde Group,2014-11-21T23:37:14Z
739,St. Vincent,Comedy,Collins Inc,2008-10-11T04:05:34Z
740,Break Up,Thriller,Davis and Sons,1986-04-01T14:23:19Z
741,Alaska,Adventure|Children,Johnson-Runolfsdottir,2008-01-07T08:19:21Z
742,Zouzou,Comedy,Sporer-Powlowski,1978-12-15T01:53:24Z
743,Adrift (À Deriva),Drama,Daniel-Schumm,1984-10-31T20:56:44Z
744,Show Me,Crime|Drama|Thriller,"Rau, Reichel and Mraz",1998-10-20T11:15:04Z
745,"Conspiracy, The",Horror|Thriller,Reinger-Williamson,1996-05-31T15:45:09Z
746,Shutter Island,Drama|Mystery|Thriller,Blick Group,2007-06-13T12:10:41Z
747,Coming Apart,Drama,Hodkiewicz-Bartoletti,1985-07-25T12:56:54Z
748,Little Monsters,Comedy,Hilll-Osinski,2008-08-29T16:10:16Z
749,Oxygen,Drama|Musical,"Towne, Torphy and Paucek",1977-05-04T07:13:36Z
750,"American Tail: Fievel Goes West, An",Adventure|Animation|Children|Musical|Western,Lind-Franecki,1981-01-21T03:13:34Z
751,Wu Tang Master (Tian shi zhuang xie),Action,Ondricka Inc,1976-12-28T02:54:52Z
752,Shadow Man,Action,Oberbrunner Group,2009-02-28T11:57:51Z
753,Southern Comfort,Documentary,"Hartmann, Walter and Schaefer",2009-12-06T20:06:49Z
754,Katsastus,Comedy|Drama,"Terry, Zulauf and Weissnat",2008-05-28T14:08:14Z
755,Dinosaurs: A Fun Filled Trip Back in Time,Animation|Children,Gleason Inc,2010-10-12T00:06:48Z
756,Running Mates,Comedy|Romance,Moen-Ortiz,1971-10-24T19:05:12Z
757,Citizen Koch,Documentary,"Beer, Smitham and O'Kon",2017-05-31T04:11:08Z
758,Dragonquest,Fantasy,"Rempel, Johnston and Bergstrom",1975-08-09T08:16:50Z
759,It Happened One Night,Comedy|Romance,"Lockman, Tromp and Hilpert",2010-03-31T12:04:31Z
760,Dona Flor and Her Two Husbands (Dona Flor e Seus Dois Maridos),Comedy,"Veum, O'Keefe and Kuhn",2001-08-13T22:29:38Z
761,At the River I Stand,Documentary,"Halvorson, Dach and Anderson",1979-01-28T00:24:35Z
762,Bait,Action|Comedy,Smitham-Frami,1991-02-16T16:18:03Z
763,No More School,Comedy,Stark Group,1977-02-18T12:24:33Z
764,Shadows and Fog,Comedy|Drama|Mystery|Thriller,Boyer-Crooks,1971-02-03T01:23:39Z
765,Dinosaurus!,Adventure|Comedy,Rippin Group,1985-11-24T11:05:57Z
766,The Bone Snatcher,Horror|Sci-Fi,Bayer LLC,1988-10-22T22:11:27Z
767,Nobody Walks,Drama,Lemke Group,1978-02-27T12:05:56Z
768,Floods of Fear,Action|Adventure|Crime|Thriller,Murphy-Jaskolski,1970-01-31T21:27:31Z
769,Open Season 3,Animation|Children|Comedy,Hettinger LLC,2012-08-12T08:57:26Z
770,"Sitter, The",Comedy,"Ziemann, Murray and Beatty",1995-02-24T21:09:09Z
771,Kiss of the Spider Woman,Drama,Considine Group,2010-03-05T17:35:00Z
772,Everything Relative,Drama,Mitchell and Sons,1978-11-25T11:19:33Z
773,"Thin Blue Line, The",Documentary,Kling-Harris,1988-12-02T07:54:26Z
774,Tell-Tale,Drama|Horror|Sci-Fi|Thriller,Abernathy-Dietrich,2010-05-09T08:58:22Z
775,Desperate,Drama|Film-Noir,Nienow Inc,2019-01-22T12:10:42Z
776,Djomeh,Drama,"D'Amore, Leannon and Schuster",1979-01-27T09:44:07Z
777,In the Loop,Comedy,Walker-Carroll,1972-06-22T16:08:18Z
778,"Bless Me, Ultima",Drama|War,"Bernhard, Steuber and Luettgen",1988-12-12T16:04:09Z
779,"Notorious Bettie Page, The",Drama,Waters Inc,1984-07-03T22:35:37Z
780,Out of Sight,Comedy|Crime|Drama|Romance|Thriller,Marquardt Inc,2005-02-11T13:05:18Z
781,Are You Scared?,Horror,"Kris, Gleichner and Muller",1980-04-22T06:31:10Z
782,Headfirst,Drama,"Olson, Shanahan and Russel",1998-10-02T21:34:16Z
783,Behind Blue Skies (Himlen är oskyldigt blå),Drama,Hirthe-Moore,1992-10-25T18:50:38Z
784,Shaft,Action|Crime|Thriller,"Ritchie, Balistreri and Harvey",1982-12-12T17:14:07Z
785,Frozen,Drama,"Bayer, Becker and Ledner",1993-07-08T18:57:38Z
786,Bey Yaar,Children|Comedy|Drama,Yost and Sons,1975-10-04T11:02:35Z
787,Metropolis,Drama|Sci-Fi,Abshire-Kessler,2003-07-10T17:37:35Z
788,High Fidelity,Comedy|Drama|Romance,Schowalter-Raynor,1984-12-11T07:42:01Z
789,Need for Speed,Action|Crime|Drama|IMAX,Runolfsdottir LLC,1993-07-05T11:46:59Z
790,Ink,Action|Fantasy|Sci-Fi,Luettgen-Bergstrom,2017-04-17T18:51:05Z
791,Stormbreaker (Alex Rider: Operation Stormbreaker),Action|Children,"Purdy, Rippin and Jones",1974-04-06T16:33:22Z
792,Click,Adventure|Comedy|Drama|Fantasy|Romance,Willms and Sons,2005-05-01T16:42:18Z
793,"Foreign Affair, A (2 Brothers & a Bride)",Comedy|Drama|Romance,Padberg-Blanda,2017-08-06T10:50:20Z
794,Confessions of a Gangsta,Action,Ankunding Inc,2000-12-08T09:25:59Z
795,"Patriots, The (Patriotes, Les)",Thriller,Bartell Group,1975-12-17T09:21:16Z
796,There's a Girl in My Soup,Comedy,Watsica Group,1996-08-18T18:20:25Z
797,Love Affair,Comedy|Drama|Romance,"Pagac, Schinner and Parisian",2009-06-02T00:00:31Z
798,Crumb,Documentary,Cruickshank-Goyette,2009-03-07T04:33:48Z
799,Fiend Without a Face,Horror|Sci-Fi|Thriller,Simonis-Rempel,1984-11-01T11:47:42Z
800,3 Ninjas,Action|Children|Comedy,Howe Group,1973-07-12T11:22:17Z
801,Personal Effects,Drama,Schaefer-Gibson,1981-07-01T08:45:24Z
802,Indian Summer,Comedy|Drama,Legros-Mills,1971-03-24T11:43:40Z
803,"Lover, The (Amant, L')",Drama|Romance,"Keebler, Harvey and King",1989-11-06T23:07:56Z
804,Beverly Hills Cop II,Action|Comedy|Crime|Thriller,Connelly-Upton,2013-02-11T03:41:36Z
805,"Element of Crime, The (Forbrydelsens Element)",Drama|Thriller,Von Inc,2011-03-10T09:03:28Z
806,Moving Alan,(no genres listed),Blick Inc,2017-04-17T03:46:08Z
807,Mr. Conservative: Goldwater on Goldwater,Documentary,"Kub, Ratke and Sauer",2011-03-03T16:26:02Z
808,French Roast,Animation|Comedy,"McDermott, Brown and Brakus",2009-09-28T21:26:50Z
809,"Children of Glory (Szabadság, szerelem)",Drama|Romance|War,Welch-Witting,1980-07-15T19:41:42Z
810,Suddenly,Crime|Drama|Film-Noir,Connelly-Osinski,2004-11-08T23:45:08Z
811,"China Lake Murders, The",Drama|Thriller,"Schumm, Reynolds and Hudson",2017-10-19T10:57:34Z
812,Side Out,Comedy|Romance,Terry Inc,1993-02-23T22:28:51Z
813,"Family Friend, The (L'amico di famiglia)",Drama,Wilkinson Inc,2021-02-08T07:55:37Z
814,"Gentleman's Game, A",Drama,"Hettinger, Cartwright and Hayes",1979-04-26T06:51:59Z
815,The Heart Machine,Drama|Thriller,"Wyman, Goldner and Padberg",1985-11-12T08:33:53Z
816,Home Fries,Comedy|Romance,O'Reilly Inc,2012-02-12T21:40:38Z
817,"Prime of Miss Jean Brodie, The",Drama,Waelchi-Kunze,1970-08-23T07:42:18Z
818,Brooklyn,Comedy|Drama|Romance,"Windler, D'Amore and Larkin",2003-09-15T17:21:03Z
819,Challenge of the Masters (Liu A-Cai yu Huang Fei-Hong),Action|Drama,Terry and Sons,1974-06-11T14:52:35Z
820,Raiders of the Lost Ark: The Adaptation,Action|Adventure|Thriller,Olson-Stehr,2007-02-06T00:39:01Z
821,Written on the Wind,Drama,"Nienow, Torphy and Schroeder",1996-10-10T09:34:59Z
822,Seinto Seiya: Legend of Sanctuary (Seinto Seiya: Legend of Sanctuary),Animation,Rau-Casper,1986-09-26T00:21:15Z
823,Bay of Blood (a.k.a. Twitch of the Death Nerve) (Reazione a catena),Horror,Nikolaus LLC,2001-08-11T22:59:28Z
824,"Eiger Sanction, The",Action|Adventure|Drama|Thriller,Barrows and Sons,1981-09-07T14:25:35Z
825,10 MPH,Documentary,"Barton, Boyer and Stroman",1981-03-02T11:07:26Z
826,"Lair of the White Worm, The",Horror,"Moen, Dare and Cronin",1986-09-23T02:08:06Z
827,Free Birds,Action|Adventure|Animation|Children|Comedy|Sci-Fi,Rempel and Sons,1986-05-01T11:16:26Z
828,The Hound of the Baskervilles,Crime|Drama|Horror|Mystery,"Howe, McKenzie and Williamson",1978-05-19T10:55:22Z
829,Scorchers,Comedy|Drama,"Cole, Jenkins and Jerde",1981-05-16T14:54:44Z
830,Code of Silence,Action,Johnson and Sons,2016-05-07T00:56:24Z
831,Company of Heroes,Action|War,"Bayer, Rice and Mraz",2004-03-10T21:50:33Z
832,"Blot, The",Drama,Zboncak-Lubowitz,2005-08-27T04:27:16Z
833,All I Desire,Drama|Romance,Blanda-Schamberger,1981-03-17T10:23:29Z
834,"Bag of Hammers, A",Comedy|Drama,Pagac-O'Kon,2004-07-25T18:39:29Z
835,The Fox and the Hound 2,Adventure|Animation|Children|Comedy,Cassin and Sons,1977-03-19T03:34:22Z
836,Nothing to Declare (Rien à déclarer),Comedy,"Boehm, Grady and Schulist",2013-11-26T10:50:09Z
837,"Mother and the Whore, The (Maman et la putain, La)",Drama,Lynch-DuBuque,2016-04-15T02:15:50Z
838,Upside Down: The Creation Records Story,Documentary,Hayes Inc,2001-09-16T04:35:22Z
839,Gunfight at the O.K. Corral,Western,Aufderhar Group,1996-04-14T08:56:57Z
840,Desperado,Action|Romance|Western,Durgan-Sauer,1979-10-11T16:29:40Z
841,Evil Toons,Comedy|Horror,Ziemann LLC,2010-05-23T12:04:03Z
842,"Naked Edge, The",Thriller,Dooley-Vandervort,1981-06-21T03:14:16Z
843,Your Highness,Action|Adventure|Comedy|Fantasy,Osinski Inc,1995-04-03T00:40:41Z
844,Beloved,Drama,Hayes Inc,2015-10-12T15:13:50Z
845,Gun Shy,Comedy,Trantow-Miller,1990-02-09T00:10:19Z
846,Rentun Ruusu,(no genres listed),Padberg-Rau,1974-10-25T13:55:01Z
847,Southland Tales,Comedy|Drama|Sci-Fi|Thriller,Klocko-Johnston,1971-08-10T04:17:45Z
